nameCn,nameEn,objectTypeName,description,property.record_id,property.facility_type,property.status,property.city,property.state_province,property.country,property.country_region,property.region,property.address,property.website,property.product_type,property.product_type_2,property.products,property.technology_and_materials,property.current_geometry,property.current_wafer_size,property.current_full_capacity,property.capacity_200mm_equivalent,property.cleanroom_sq_ft,property.cleanroom_class,property.facility_size,property.start_year,property.construction_year,property.first_silicon_year,property.production_year,property.data_source,property.source_sheet,source_url
SMIC - Fab 2 P1-A (Fab 4),,晶圆制造工厂,"SMIC 的 Fab 2 P1-A (Fab 4)，位于 Beijing, Beijing, 中国。",1944,晶圆厂，研发,In production,Beijing,Beijing,中国,中国,亚太,18 Wenchang Road,http://www.smics.com,代工/模拟与混合信号与功率,Analog,Foundry; Logic,"CMOS, BiCMOS, BiPolar; Cu, low-K",0.04,12,26000,58500,88835,1000,,2004,2002,2004,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - MegaFab Fab 6,,晶圆制造工厂,"SMIC 的 MegaFab Fab 6，位于 Beijing, Beijing, 中国。",1976,Fab/Wafer Processing,In production/support,Beijing,Beijing,中国,中国,亚太,18 Wenchang Road,http://www.smics.com,Foundry/Other,Other,Foundry; Metallization,"Metalization; CMOS, Cu, Al",0.5,12,,,111611,10,,2005,2002,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 5,,晶圆制造工厂,"SMIC 的 Fab 5，位于 Shenzhen, Guangdong, 中国。",2450,晶圆厂,In production,Shenzhen,Guangdong,中国,中国,亚太,"No.18 Gaoxin Road, Pingshan New Area_x000D_
No.18 Gaoxin Road,",http://www.smics.com,代工/功率,Discrete,"Foundry, MOSFET",CMOS,0.15,8,70000,70000,,,,2015,2008,2014,2015,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 3 Phase 1 (SMBC P1),,晶圆制造工厂,"SMIC 的 Fab 3 Phase 1 (SMBC P1)，位于 Beijing, Beijing, 中国。",6165,晶圆厂,In production,Beijing,Beijing,中国,中国,亚太,No. 18 Wen Chang Road,http://www.smics.com,Foundry/Logic,Logic&Micro,Foundry,,0.028,12,50000,112500,,,,2023,2021,2022,2023,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 16 (was Fab 6),,晶圆制造工厂,"SMIC 的 Fab 16 (was Fab 6)，位于 Shenzhen, Guangdong, 中国。",2451,晶圆厂,In production,Shenzhen,Guangdong,中国,中国,亚太,"No.18 Gaoxin Road, Pingshan New Area",http://www.smics.com,Foundry/Logic,Logic&Micro,Foundry,CMOS,0.04,12,40000,90000,,,,2022,2021,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 9 Phase 1 (Lingang P1),,晶圆制造工厂,"SMIC 的 Fab 9 Phase 1 (Lingang P1)，位于 Shanghai, Shanghai, 中国。",6254,晶圆厂,In production,Shanghai,Shanghai,中国,中国,亚太,No. 200 Shengang Avenue,http://www.smics.com,Foundry/Logic,Logic&Micro,Foundry,,0.028,12,50000,112500,,,,2024,2022,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 9 Phase 2 (Lingang P2),,晶圆制造工厂,"SMIC 的 Fab 9 Phase 2 (Lingang P2)，位于 Shanghai, Shanghai, 中国。",6255,晶圆厂,Constructing,Shanghai,Shanghai,中国,中国,亚太,No. 200 Shengang Avenue,http://www.smics.com,Foundry/Logic,Logic&Micro,Foundry,,0.028,12,50000,112500,,,,2027,2024,2027,2027,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 10 Phase 1 (SMTC P1),,晶圆制造工厂,"SMIC 的 Fab 10 Phase 1 (SMTC P1)，位于 Tianjin, Tianjin, 中国。",6384,晶圆厂,On hold,Tianjin,Tianjin,中国,中国,亚太,No. 19 Xing Hua Avenue,http://www.smics.com,代工/模拟与混合信号与功率,Analog,"Foundry; For communication, automotive electronics, industrial control and consumer devices applications. MOFET","CMOS, MOSFET",0.028,12,50000,112500,,,,2027,2022,2027,2027,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 9 Phase 3 (Lingang P3),,晶圆制造工厂,"SMIC 的 Fab 9 Phase 3 (Lingang P3)，位于 Shanghai, Shanghai, 中国。",6516,晶圆厂,Planned,Shanghai,Shanghai,中国,中国,亚太,No. 200 Shengang Avenue,http://www.smics.com,Foundry/Logic,Logic&Micro,,,0.028,12,50000,112500,,,,2030,2027,2029,2030,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 9 Phase 4 (Lingang P4),,晶圆制造工厂,"SMIC 的 Fab 9 Phase 4 (Lingang P4)，位于 Shanghai, Shanghai, 中国。",6517,晶圆厂,Planned,Shanghai,Shanghai,中国,中国,亚太,No. 200 Shengang Avenue,http://www.smics.com,Foundry/Logic,Logic&Micro,Foundry,,0.028,12,50000,112500,,,,2031,2029,2031,2031,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 3 Phase 3 (SMBC P3),,晶圆制造工厂,"SMIC 的 Fab 3 Phase 3 (SMBC P3)，位于 Beijing, Beijing, 中国。",6518,晶圆厂,Planned,Beijing,Beijing,中国,中国,亚太,No. 18 Wen Chang Road,http://www.smics.com,Foundry/Logic,Logic&Micro,,,0.028,12,50000,112500,,,,2029,2026,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 3 Phase 4 (SMBC P4),,晶圆制造工厂,"SMIC 的 Fab 3 Phase 4 (SMBC P4)，位于 Beijing, Beijing, 中国。",6519,晶圆厂,Planned,Beijing,Beijing,中国,中国,亚太,No. 18 Wen Chang Road,http://www.smics.com,Foundry/Logic,Logic&Micro,,,0.028,12,50000,112500,,,,2032,2028,2030,2030,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 3 Phase 2 (SMBC P2),,晶圆制造工厂,"SMIC 的 Fab 3 Phase 2 (SMBC P2)，位于 Beijing, Beijing, 中国。",6490,晶圆厂,In production,Beijing,Beijing,中国,中国,亚太,No. 18 Wen Chang Road,http://www.smics.com,Foundry/Logic,Logic&Micro,,,0.028,12,50000,112500,,,,2025,2022,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
SMIC - Fab 10 Phase 2 (SMTC P2),,晶圆制造工厂,"SMIC 的 Fab 10 Phase 2 (SMTC P2)，位于 Tianjin, Tianjin, 中国。",6491,晶圆厂,Constructing,Tianjin,Tianjin,中国,中国,亚太,No. 19 Xing Hua Avenue,http://www.smics.com,代工/模拟与混合信号与功率,Analog,,,0.028,12,50000,112500,,,,2030,2026,2029,2030,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.smics.com
"Solid State Devices, Inc. - N/A",,晶圆制造工厂,"Solid State Devices, Inc. 的 N/A，位于 La Mirada, California, 美国。",992,晶圆厂，中试线,in production,La Mirada,California,美国,美洲,NA,14701 Firestone Blvd,http://www.ssdi-power.com,Discrete/Power,Discrete,"Schottky Rectifiers, MOSFETs and IGBTs, Power Transistors, Thyristors, Zeners",Bipolar,3,4,4000,1000,10000,,,1972,1970,1972,1972,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ssdi-power.com
Sony - Building #4 (GaAs Line),,晶圆制造工厂,"Sony 的 Building #4 (GaAs Line)，位于 Kirishima (former Kokubu), Kagoshima, 日本。",1011,晶圆厂,in production,Kirishima (former Kokubu),Kagoshima,日本,日本,日本,"5-1, Kokubunoguchi Kita",http://www.sony.co.jp/semicon/,光电器件/激光器及其他,Opto,"Discrete Opto, MMIC, image sensors, GaAs switch IC","MOS, MMIC, GaAs",0.35,6,10000,5625,,,,1982,1981,1982,1982,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Building #3,,晶圆制造工厂,"Sony 的 Building #3，位于 Kirishima, Kagoshima, 日本。",1008,晶圆厂,In production,Kirishima,Kagoshima,日本,日本,日本,"5-1 Kokubunoguchikita,",http://www.sony.co.jp/semicon/,Analog/Linear,Analog,"Analog Linear A/D D/A, Logic Clock IC, Discretes, MEMS foundry",Bipolar,0.35,6,20000,11250,,,,1978,1975,1977,1978,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Building #4 (MEMS Line),,晶圆制造工厂,"Sony 的 Building #4 (MEMS Line)，位于 Kirishima (former Kokubu), Kagoshima, 日本。",1007,晶圆厂,In production,Kirishima (former Kokubu),Kagoshima,日本,日本,日本,"5-1, Kokubunoguchi Kita",http://www.sony.co.jp/semicon/,代工/MEMS,MEMS,"MEMS Foundry,","CMOS, MEMS",0.35,6,10000,5625,,10,,1982,1981,1982,1982,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Kumamoto TEC 1,,晶圆制造工厂,"Sony 的 Kumamoto TEC 1，位于 Kumamoto, Kumamoto, 日本。",1814,晶圆厂,in production,Kumamoto,Kumamoto,日本,日本,日本,"4000-1 Haramizu, Kikuyo-machi, Kikuchi-gun",http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"H-LCD, CCD image sensors, CMOS image sensors,","CMOS, FD-SOI, InGaAs-InP",0.065,12,15000,33750,215278,1000,,2001,2000,2001,2001,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Building #6-4F,,晶圆制造工厂,"Sony 的 Building #6-4F，位于 Kirishima (former Kokubu), Kagoshima, 日本。",1002,晶圆厂，研发,in production,Kirishima (former Kokubu),Kagoshima,日本,日本,日本,"5-1, Kokubunoguchi Kita",http://www.sony.co.jp/semicon/,Logic/System LSI,Logic&Micro,"Foundry, System LSI, MOS, Analog Mixed-Signal, SXRD, LCD(HTPS Display)",CMOS BiCMOS SiGe,0.09,8,23000,23000,,1,,1993,1991,1992,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Building #6-2F,,晶圆制造工厂,"Sony 的 Building #6-2F，位于 Kirishima (former Kokubu), Kagoshima, 日本。",1396,晶圆厂,In production,Kirishima (former Kokubu),Kagoshima,日本,日本,日本,"5-1, Kokubunoguchi Kita",http://www.sony.co.jp/semicon/,Logic/System LSI,Logic&Micro,"Foundry, MCU, CCD image sensor, MCU, System LSIs for digital video and audio signal processing, SXRD, LCD(HTPS Display)",CMOS BiCMOS SiGe,0.15,8,23000,23000,,1,,1998,1996,1997,1997,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Kumamoto TEC 2,,晶圆制造工厂,"Sony 的 Kumamoto TEC 2，位于 Kumamoto, Kumamoto, 日本。",2143,晶圆厂,In production,Kumamoto,Kumamoto,日本,日本,日本,"4000-1 Haramizu, Kikuyo-machi, Kikuchi-gun",http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"CCD image sensors, CMOS image sensors,","CMOS, FD-SOI, InGaAs-InP",0.065,12,15000,33750,215278,,,2006,2005,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
"Sony - Fab 3 (TEC 2 bldg., 1st floor)-former JV",,晶圆制造工厂,"Sony 的 Fab 3 (TEC 2 bldg., 1st floor)-former JV，位于 Isahaya, Nagasaki, 日本。",1542,晶圆厂，中试线,In production,Isahaya,Nagasaki,日本,日本,日本,1183-43 Tsukuba,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"MOS System LSI, CMOS image sensors,","CMOS, MOS, LSI",0.065,12,20000,45000,,,,2004,,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Building #7,,晶圆制造工厂,"Sony 的 Building #7，位于 Kirishima, Kagoshima, 日本。",2144,晶圆厂,In production,Kirishima,Kagoshima,日本,日本,日本,5-1 Kokubunoguchikita,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"Bipolar IC, MOS IC, Crystal LED, LCD (LCD projection-use device ""SXRD"", and LCD driver IC), HTPS display",CMOS; MOS; Biploar,0.09,8,24000,24000,53820,,,2006,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Oita (was Toshiba),,晶圆制造工厂,"Sony 的 Oita (was Toshiba)，位于 Oita, Oita, 日本。",1969,晶圆厂,In production,Oita,Oita,日本,日本,日本,"3500, Oaza Matsuoka",http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"Systems LSI, SoC, CMOS image sensors (CIS), MPU","CMOS, SoC",0.04,12,25000,56250,168993,10,525279,2005,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Yamagata TEC (was Renesas Tsuruoka),,晶圆制造工厂,"Sony 的 Yamagata TEC (was Renesas Tsuruoka)，位于 Tsuruoka, Yamagata, 日本。",2032,晶圆厂,In production,Tsuruoka,Yamagata,日本,日本,日本,1-11-73 Takarada,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"CMOS image sensors (CIS). Was for Reneas until March 2014: System-on-chip (SOC), ASIC, ASSP, System LSIs","CMOS, Cu",0.045,12,24000,54000,118403,1,,2005,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
"Sony - Fab 2 (TEC 2 bldg., 2nd floor)",,晶圆制造工厂,"Sony 的 Fab 2 (TEC 2 bldg., 2nd floor)，位于 Isahaya, Nagasaki, 日本。",1803,晶圆厂,In production,Isahaya,Nagasaki,日本,日本,日本,1183-43 Tsukuba,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"MOS System LSI, CMOS image sensors","CMOS, MOS, LSI",0.065,12,20000,45000,215278,,,2001,2011,2012,2012,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Fab 4 (former NP3),,晶圆制造工厂,"Sony 的 Fab 4 (former NP3)，位于 Isahaya, Nagasaki, 日本。",1001,晶圆厂,In production,Isahaya,Nagasaki,日本,日本,日本,1183-43 Tsukuba,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,"MOS LSI, CMOS image sensors, 40nm for ISP",CMOS,0.04,12,26000,58500,,1,,1993,2011,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Fab 5 Phase 1,,晶圆制造工厂,"Sony 的 Fab 5 Phase 1，位于 Isahaya, Nagasaki, 日本。",5109,晶圆厂,In production,Isahaya,Nagasaki,日本,日本,日本,1183-43 Tsukuba,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,CMOS Image Sensor (CIS),,0.04,12,12000,27000,107640,,516700,2021,2019,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Kumamoto Koshi New Fab,,晶圆制造工厂,"Sony 的 Kumamoto Koshi New Fab，位于 Koshi, Kumamoto, 日本。",6470,晶圆厂,Constructing,Koshi,Kumamoto,日本,日本,日本,"1139-163 Hara, Kikuyo-machi",http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,CMOS Image Sensor,CiS,0.028,12,35000,78750,,,270000,2027,2024,2027,2027,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Fab 5 Phase 2,,晶圆制造工厂,"Sony 的 Fab 5 Phase 2，位于 Isahaya, Nagasaki, 日本。",6476,晶圆厂,In production,Isahaya,Nagasaki,日本,日本,日本,1183-43 Tsukuba,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,CMOS Image Sensor (CIS),,0.04,12,11000,24750,100000,,,2023,2021,2023,2023,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Sony - Fab 5 Phase 3,,晶圆制造工厂,"Sony 的 Fab 5 Phase 3，位于 Isahaya, Nagasaki, 日本。",6477,晶圆厂,In production,Isahaya,Nagasaki,日本,日本,日本,1883-43 Tsukuba-machi,http://www.sony.co.jp/semicon/,Opto/Image Sensors,Opto,CMOS Image Sensor (CIS),,0.04,12,12000,27000,110000,,,2026,2022,2025,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sony.co.jp/semicon/
Spectro Labs - N/A,,晶圆制造工厂,"Spectro Labs 的 N/A，位于 Sylmar, California, 美国。",1021,晶圆厂,in production,Sylmar,California,美国,美洲,NA,12500 Gladstone,http://www.spectrolab.com,光电器件/激光器及其他,Opto,"EPI; InGaAs, GaAs and Ge photodetectors;  Solar Cells","GaAS; GaAs/Ge; InGaAs, EPI",0.6,4,30000,7500,10000,100,,1982,1980,1982,1982,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.spectrolab.com
SRI International - SRI - Menlo Park,,晶圆制造工厂,"SRI International 的 SRI - Menlo Park，位于 Menlo Park, California, 美国。",2110,晶圆厂，中试线，研发,In production,Menlo Park,California,美国,美洲,NA,333 Ravenwood Avenue,http://www.sri.com/,代工/MEMS,MEMS,"Sensors, Optical Microelectronics, Optical MEMS",CMOS,3,6,2000,1125,5000,10,,1996,1994,1996,1996,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sri.com/
SRI International - SRI - St Petersburg,,晶圆制造工厂,"SRI International 的 SRI - St Petersburg，位于 St. Petersburg, Florida, 美国。",3522,晶圆厂，中试线，研发,In production,St. Petersburg,Florida,美国,美洲,NA,450 8th Avenue SE,http://www.sri.com/,MEMS/Opto,MEMS,"MEMS sensors, Optical sensors","Thin-film, MEMS",2,6,1000,562.5,5500,10,,2007,2006,2007,2007,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sri.com/
SRISA (Russian Academy of Sciences) - N/A,,晶圆制造工厂,"SRISA (Russian Academy of Sciences) 的 N/A，位于 Moscow, Moscow, 俄罗斯。",1716,晶圆厂，中试线,in production,Moscow,Moscow,俄罗斯,Europe & Mideast,欧洲,1 ploshchad I.V Kurchatova,,Analog&Mixed Signal,Analog,Mixed Signal ASIC,"CMOS, BiCMOS, BiPolar",0.35,6,3000,1687.5,,1,,1999,1999,1999,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Stark Semiconductor - Micro LED fab,,晶圆制造工厂,"Stark Semiconductor 的 Micro LED fab，位于 Wuhan, Hubei, 中国。",6665,晶圆厂,In production,Wuhan,Hubei,中国,中国,亚太,Wuhan Optics Valley,,光电器件/LED,Opto,Gan-on-Si MicroLED for AR/MR,GaN-on-Si,0.5,8,1000,1000,,,17222,2025,2024,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - AG200 (R2-MEMS),,晶圆制造工厂,"STMicroelectronics 的 AG200 (R2-MEMS)，位于 Agrate Brianza, Monza and Brianza, 意大利。",6671,晶圆厂，研发,In production,Agrate Brianza,Monza and Brianza,意大利,Europe & Mideast,欧洲,Via Camillo Olivetti 2,http://www.st.com,MEMS,MEMS,MEMS,MEMS,0.8,8,25000,25000,80100,1,,2025,,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
"STMicroelectronics - AG200 (AG8-MEMS), was Fab 1",,晶圆制造工厂,"STMicroelectronics 的 AG200 (AG8-MEMS), was Fab 1，位于 Agrate Brianza, Monza and Brianza, 意大利。",912,晶圆厂，研发,In production-merged,Agrate Brianza,Monza and Brianza,意大利,Europe & Mideast,欧洲,Via Camillo Olivetti 2,http://www.st.com,MEMS,MEMS,"MEMS foundry service; Motion MEMS, Microphone, Pressure Sensors; BCD, Microfluids","MEMS, BCD, Microfluids",0.8,8,48000,48000,22000,10,,1985,,2026,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - Fab 1 8-inch fab: SiC Line,,晶圆制造工厂,"STMicroelectronics 的 Fab 1 8-inch fab: SiC Line，位于 Catania, Catania, 意大利。",6673,晶圆厂,Planned,Catania,Catania,意大利,Europe & Mideast,欧洲,"Stradale Primosole, 50, P.O. Box 435",http://www.st.com,Discrete/Power,Discrete,"Power MOSFET, Diodes, SiC","SiC, BCD, MOSFET",0.11,8,19000,19000,,,,2027,2026,2027,2027,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - SGFAB-AMK (8-inch line conversion from 6-inch 2138)  was AMK 2E (8-inch line),,晶圆制造工厂,"STMicroelectronics 的 SGFAB-AMK (8-inch line conversion from 6-inch 2138)  was AMK 2E (8-inch line)，位于 新加坡, 新加坡, 新加坡。",6190,晶圆厂/拆分,In production,新加坡,新加坡,新加坡,SE Asia,亚太,"28, Ang Mo Kio Industrial Park 2",http://www.st.com,Discrete/Power,Discrete,BCD and Power MOS,"CMOS, BCD",0.09,8,50000,50000,53820,1,,2010,2022,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - SiC Device Fab (Phase 1+2),,晶圆制造工厂,"STMicroelectronics 的 SiC Device Fab (Phase 1+2)，位于 Catania, Catania, 意大利。",6280,晶圆厂,In production,Catania,Catania,意大利,Europe & Mideast,欧洲,"Stradale Primosole, 50",http://www.st.com,Discrete/Power,Discrete,"devices using:  power MOSFET IGBT (using 110nm), BCD, advanced BiCMOS, ViPower","SiC, MOSFET, IGBT, BCD, advanced BCD, ViPower",0.11,8,65000,65000,,,,2025,2023,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - Crolles 2-ext. mod 2,,晶圆制造工厂,"STMicroelectronics 的 Crolles 2-ext. mod 2，位于 Crolles, Auvergne-Rhône-Alpes, 法国。",6184,晶圆厂,In production,Crolles,Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,"850, rue Jean Monnet - BP 16",http://www.st.com,逻辑/嵌入式,Logic&Micro,"specialized imagers, automotive ICs such as Mobileye, 40nm MCU, 28nm FD-SOI MCU.","CMOS; SOI; Cu; Low-K; Al;  High-K; BiCMOS; SoC, FDSOI",0.018,12,4500,10125,16000,,,2022,2021,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - SGFAB-AMK 6 (8-inch line conversion from 6-inch 1790),,晶圆制造工厂,"STMicroelectronics 的 SGFAB-AMK 6 (8-inch line conversion from 6-inch 1790)，位于 新加坡, 新加坡, 新加坡。",6189,晶圆厂/拆分,In production,新加坡,新加坡,新加坡,SE Asia,亚太,28 Ang Mo Kio Industrial Park 2,http://www.st.com,Analog&Mixed Signal&Power,Analog,"Smart Power, Power MOS, mixed signal, and Bipolar","Bipolar, Power MOS, BICMOS, CMOS, BCD, MEMS, EEPROMs",0.09,8,60000,60000,86000,1,161458,2016,2016,2016,2016,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - Castelletto,,晶圆制造工厂,"STMicroelectronics 的 Castelletto，位于 Castelletto, Novara, 意大利。",915,Was a Fab,In production,Castelletto,Novara,意大利,Europe & Mideast,欧洲,"Via Tolomeo 1, Cornaredo Milano, Casella",http://www.st.com,研发,Other,"design, R&D and testing lab for motion sensors",,,,,,,,,1968,1966,1968,1968,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - RST 8,,晶圆制造工厂,"STMicroelectronics 的 RST 8，位于 Rousset, Bouches-du-Rhône, 法国。",1295,晶圆厂，中试线,in production,Rousset,Bouches-du-Rhône,法国,Europe & Mideast,欧洲,190 Avenue Célestin Coq,http://www.st.com,Logic/Other,Logic&Micro,"mainly MCUs, embedded Flash, EEPROM, other Logic","CMOS, Cu",0.08,8,50000,50000,247569,,,2000,1996,1999,2000,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
STMicroelectronics - Crolles 1,,晶圆制造工厂,"STMicroelectronics 的 Crolles 1，位于 Crolles, Auvergne-Rhône-Alpes, 法国。",919,晶圆厂，中试线，研发,"In production-will be closed for Front End, used for BackEnd",Crolles,Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,"850, rue Jean Monnet - BP 16",http://www.st.com,Logic/MCU,Logic&Micro,"MCU, MCU for MEMS products made in Agrate, Analog",CMOS BiCMOS SiGe HCMOS-7,0.11,8,30000,30000,86000,1,269098,1993,1992,1993,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.st.com
