nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
Sony - Kumamoto TEC 1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,15000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Kumamoto TEC 1,1814,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - ULSI (Atsugi Technology Center) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,250,6,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Other,facility_capacity,,,Sony - ULSI (Atsugi Technology Center),996,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Building #6-4F current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,23000,8,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Logic&Micro,facility_capacity,,,Sony - Building #6-4F,1002,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Building #6-2F current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,23000,8,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Logic&Micro,facility_capacity,,,Sony - Building #6-2F,1396,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Kumamoto TEC 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,15000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Kumamoto TEC 2,2143,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Sony - Fab 3 (TEC 2 bldg., 1st floor)-former JV current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,20000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,"Sony - Fab 3 (TEC 2 bldg., 1st floor)-former JV",1542,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Building #7 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,24000,8,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Building #7,2144,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Oita (was Toshiba) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,25000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Oita (was Toshiba),1969,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Yamagata TEC (was Renesas Tsuruoka) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,24000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Yamagata TEC (was Renesas Tsuruoka),2032,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Sony - Fab 2 (TEC 2 bldg., 2nd floor) current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,20000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,"Sony - Fab 2 (TEC 2 bldg., 2nd floor)",1803,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Fab 4 (former NP3) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,26000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Fab 4 (former NP3),1001,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Fab 5 Phase 1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,12000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Fab 5 Phase 1,5109,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Kumamoto Koshi New Fab current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,35000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Kumamoto Koshi New Fab,6470,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Fab 5 Phase 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,11000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Fab 5 Phase 2,6476,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Sony - Fab 5 Phase 3 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,12000,12,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Sony,Opto,facility_capacity,,,Sony - Fab 5 Phase 3,6477,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Soraa Inc. - Fremont fab current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,3000,2,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Soraa Inc.,Opto,facility_capacity,,,Soraa Inc. - Fremont fab,3393,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Spectro Labs - N/A current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,1000,3,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Spectro Labs,Other,facility_capacity,,,Spectro Labs - N/A,1020,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SRI International - SRI - Princeton current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,800,6,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SRI International,Opto,facility_capacity,,,SRI International - SRI - Princeton,126,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SRI International - SRI - Menlo Park current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,2000,6,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SRI International,MEMS,facility_capacity,,,SRI International - SRI - Menlo Park,2110,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SRI International - SRI - St Petersburg current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,1000,6,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SRI International,MEMS,facility_capacity,,,SRI International - SRI - St Petersburg,3522,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SRISA (Russian Academy of Sciences) - N/A current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,3000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SRISA (Russian Academy of Sciences),Analog,facility_capacity,,,SRISA (Russian Academy of Sciences) - N/A,1716,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Stanley Electric - Tsuruoka Works current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,5000,4,日本,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Stanley Electric,Opto,facility_capacity,,,Stanley Electric - Tsuruoka Works,1027,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Stark Semiconductor - Micro LED fab current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,1000,8,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Stark Semiconductor,Opto,facility_capacity,,,Stark Semiconductor - Micro LED fab,6665,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - AG200 (R2-MEMS) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,25000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,MEMS,facility_capacity,,,STMicroelectronics - AG200 (R2-MEMS),6671,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"STMicroelectronics - AG200 (AG8-MEMS), was Fab 1 current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,48000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,MEMS,facility_capacity,,,"STMicroelectronics - AG200 (AG8-MEMS), was Fab 1",912,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Fab 1 8-inch fab: SiC Line current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,19000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - Fab 1 8-inch fab: SiC Line,6673,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Fab 2: 200mm GaN EPI current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,20000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,EPI,facility_capacity,,,STMicroelectronics - Fab 2: 200mm GaN EPI,6674,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SiC Substrate and EPI Fab 200mm Line current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,65000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,EPI,facility_capacity,,,STMicroelectronics - SiC Substrate and EPI Fab 200mm Line,6448,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SGFAB-AMK (8-inch line conversion from 6-inch 2138)  was AMK 2E (8-inch line) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,50000,8,SE Asia,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - SGFAB-AMK (8-inch line conversion from 6-inch 2138)  was AMK 2E (8-inch line),6190,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SiC Substrate and EPI Fab 150mm Line current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,80000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,EPI,facility_capacity,,,STMicroelectronics - SiC Substrate and EPI Fab 150mm Line,6283,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SiC Device Fab (Phase 1+2) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,65000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - SiC Device Fab (Phase 1+2),6280,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,4500,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 2,6184,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SGFAB-AMK 6 (8-inch line conversion from 6-inch 1790) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,60000,8,SE Asia,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Analog,facility_capacity,,,STMicroelectronics - SGFAB-AMK 6 (8-inch line conversion from 6-inch 1790),6189,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SiC Fab (8-inch line) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,8000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,EPI,facility_capacity,,,STMicroelectronics - SiC Fab (8-inch line),6245,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - RST 8 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,50000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - RST 8,1295,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 1,919,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"STMicroelectronics - AG200 (R2-Power), was Fab 14 with Micron current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,14000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,"STMicroelectronics - AG200 (R2-Power), was Fab 14 with Micron",1373,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,24000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2,1568,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,4500,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 1,3718,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Fab 2 (M9) expansion current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,20000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - Fab 2 (M9) expansion,5036,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 3 (was Phase 0 of JV ST/GF) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 3 (was Phase 0 of JV ST/GF),6185,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 4 (was JV Phase 1-3) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 4 (was JV Phase 1-3),6187,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 5 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 5,6188,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Crolles 2-ext. mod 6 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Logic&Micro,facility_capacity,,,STMicroelectronics - Crolles 2-ext. mod 6,6695,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - SiC Fab (6-inch line) was Norstel current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,EPI,facility_capacity,,,STMicroelectronics - SiC Fab (6-inch line) was Norstel,2355,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"STMicroelectronics - AG200 (AG8-Logic), was Fab 1 current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,34000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,"STMicroelectronics - AG200 (AG8-Logic), was Fab 1",911,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - AG300 (R3) ST and Tower JV  (phase 1 + phase 2) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,17000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Analog,facility_capacity,,,STMicroelectronics - AG300 (R3) ST and Tower JV  (phase 1 + phase 2),3717,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Fab 2 (M9) 8-inch line (was 6-inch called CT 6) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,25000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - Fab 2 (M9) 8-inch line (was 6-inch called CT 6),917,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics - Fab 1 (+ old name Fab 2 merged) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,55000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,Discrete,facility_capacity,,,STMicroelectronics - Fab 1 (+ old name Fab 2 merged),928,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
